Station: Davos-Seehornwald
Rural, > 1000 m
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];PM10 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
09.03.2024 02:00;73.6;3.1;3.3;3.3;-1.3;0.0;-1.0
09.03.2024 03:00;74.4;2.3;2.8;2.5;-1.8;0.0;-1.1
09.03.2024 04:00;71.9;2.9;2.5;3.0;-2.7;0.0;-1.2
09.03.2024 05:00;68.0;5.6;3.4;5.8;-2.9;0.0;-0.5
09.03.2024 06:00;69.7;5.0;2.1;5.3;-2.7;0.0;-0.3
09.03.2024 07:00;72.5;3.3;1.7;3.5;-2.4;0.0;2.1
09.03.2024 08:00;71.6;2.6;1.5;2.9;-2.7;0.0;50.0
09.03.2024 09:00;65.5;7.6;3.2;9.4;-2.2;0.0;139.6
09.03.2024 10:00;72.9;6.8;4.3;9.2;1.2;0.0;480.4
09.03.2024 11:00;82.8;2.8;2.1;3.8;4.2;0.0;668.3
09.03.2024 12:00;87.5;1.2;0.5;1.4;4.9;0.0;604.5
09.03.2024 13:00;87.3;1.1;0.5;1.3;5.9;0.0;683.6
09.03.2024 14:00;86.4;1.7;1.4;2.2;5.6;0.0;568.8
09.03.2024 15:00;85.8;1.8;0.6;2.3;5.3;0.0;426.5
09.03.2024 16:00;87.2;1.2;0.8;1.4;4.7;0.0;231.8
09.03.2024 17:00;87.4;1.0;1.0;1.2;4.1;0.0;100.2
09.03.2024 18:00;86.2;1.5;1.6;1.7;3.6;0.0;37.4
09.03.2024 19:00;84.7;2.7;1.1;3.2;2.9;0.0;0.5
09.03.2024 20:00;86.2;1.8;1.3;2.2;2.7;0.0;-0.7
09.03.2024 21:00;86.4;1.7;1.4;2.0;2.6;0.0;-1.2
09.03.2024 22:00;87.5;1.2;1.1;1.4;2.5;0.0;-1.2
09.03.2024 23:00;88.7;0.7;1.0;0.8;2.3;0.0;-1.6
10.03.2024 00:00;89.9;0.6;1.3;0.7;2.5;0.0;-1.3
10.03.2024 01:00;90.5;0.7;1.1;0.8;2.6;0.0;-1.5
10.03.2024 02:00;89.0;0.7;1.4;0.8;3.1;0.0;-1.0
10.03.2024 03:00;89.1;0.5;1.2;0.7;3.7;0.0;-1.3
10.03.2024 04:00;89.0;0.5;0.9;0.7;4.1;0.0;-1.1
10.03.2024 05:00;86.2;0.9;1.0;1.0;4.0;0.0;-1.4
10.03.2024 06:00;93.2;0.6;1.8;0.8;3.8;0.0;-1.8
10.03.2024 07:00;97.6;0.5;1.1;0.6;3.6;0.0;1.3
10.03.2024 08:00;94.4;0.7;0.6;0.8;4.2;0.0;51.3
10.03.2024 09:00;91.0;0.7;1.0;0.9;5.0;0.0;95.7
10.03.2024 10:00;90.1;0.6;4.3;0.8;4.8;0.0;169.6
10.03.2024 11:00;88.2;0.7;3.4;0.8;4.7;0.0;179.3
10.03.2024 12:00;87.0;0.8;5.7;1.0;4.8;0.0;273.8
10.03.2024 13:00;84.8;1.2;2.2;1.4;2.6;0.0;128.4
10.03.2024 14:00;79.4;2.3;0.7;2.7;1.0;0.4;122.9
10.03.2024 15:00;75.2;2.5;0.4;3.0;1.0;0.5;82.9
10.03.2024 16:00;73.8;2.1;0.5;2.4;0.4;1.9;38.3
10.03.2024 17:00;68.6;4.3;0.4;4.6;0.0;2.8;17.5
10.03.2024 18:00;74.8;1.8;0.3;2.0;0.0;0.0;36.0
10.03.2024 19:00;69.5;2.3;0.6;2.6;0.0;0.0;5.3
10.03.2024 20:00;64.9;3.7;0.6;4.4;-0.4;0.0;0.0
10.03.2024 21:00;73.8;1.7;0.7;1.9;-0.7;0.0;-0.9
10.03.2024 22:00;72.8;1.4;0.3;1.5;-1.3;0.0;-0.6
10.03.2024 23:00;71.8;1.2;0.6;1.3;-1.8;0.0;-0.7
11.03.2024 00:00;65.5;0.8;0.4;0.9;-2.5;0.0;-1.1
11.03.2024 01:00;72.5;0.9;0.4;1.0;-3.1;0.0;-0.8
11.03.2024 02:00;72.3;0.5;0.4;0.7;-3.3;0.0;-0.7
11.03.2024 03:00;68.2;0.7;0.2;0.8;-3.8;0.0;-0.7
11.03.2024 04:00;71.9;0.7;0.3;0.8;-3.7;0.0;-0.5
11.03.2024 05:00;73.9;0.9;0.2;1.0;-3.6;0.0;-0.7
11.03.2024 06:00;72.7;0.9;0.2;1.0;-3.9;0.0;-1.2
11.03.2024 07:00;75.5;1.1;0.4;1.2;-4.1;0.0;1.4
11.03.2024 08:00;72.7;1.4;0.5;1.7;-4.7;0.0;25.7
11.03.2024 09:00;70.4;4.5;0.4;5.9;-4.1;0.0;81.6
11.03.2024 10:00;68.6;4.2;0.5;6.4;-2.1;0.0;485.6
11.03.2024 11:00;78.3;1.5;0.5;2.2;-0.6;0.0;622.9
11.03.2024 12:00;83.6;0.8;0.4;1.1;0.8;0.0;713.8
11.03.2024 13:00;81.3;0.9;0.5;1.2;1.6;0.0;746.4
11.03.2024 14:00;80.6;0.9;0.6;1.1;1.9;0.0;434.1
11.03.2024 15:00;80.3;0.9;0.6;1.1;1.9;0.0;299.1
11.03.2024 16:00;79.1;0.9;0.6;1.1;1.7;0.0;241.9
11.03.2024 17:00;80.1;1.3;0.9;1.6;2.1;0.0;241.2
11.03.2024 18:00;78.4;1.7;1.4;1.9;0.7;0.0;37.1
11.03.2024 19:00;71.5;2.9;1.4;3.1;-0.8;0.0;2.6
11.03.2024 20:00;77.0;2.1;1.7;2.3;-0.1;0.0;-0.1
11.03.2024 21:00;77.7;1.4;1.1;1.5;0.0;0.0;-0.2
11.03.2024 22:00;80.2;1.2;1.3;1.3;0.1;0.0;0.0
11.03.2024 23:00;72.2;1.8;1.3;1.9;-0.6;0.0;0.0
12.03.2024 00:00;68.7;1.8;1.2;2.0;-1.0;0.0;-0.2
12.03.2024 01:00;65.2;2.0;1.8;2.1;-1.4;0.0;0.0
12.03.2024 02:00;64.8;2.0;2.1;2.2;-1.6;0.0;0.0
12.03.2024 03:00;66.5;1.8;2.1;1.9;-1.7;0.0;0.0
12.03.2024 04:00;66.3;1.6;2.0;1.7;-1.9;0.0;-0.3
12.03.2024 05:00;64.6;1.7;2.3;1.8;-1.6;0.0;0.0
12.03.2024 06:00;72.5;1.3;1.9;1.4;-1.1;0.0;0.0
12.03.2024 07:00;76.1;1.0;1.9;1.1;-0.8;0.0;0.8
12.03.2024 08:00;76.5;0.9;1.5;1.0;-0.9;0.1;30.7
12.03.2024 09:00;74.2;1.3;1.3;1.5;-1.0;0.0;113.3
12.03.2024 10:00;78.9;0.7;1.4;0.9;0.0;0.0;235.0
12.03.2024 11:00;79.4;0.7;1.1;0.9;0.3;0.0;283.9
12.03.2024 12:00;77.6;1.0;1.4;1.3;0.4;0.0;234.2
12.03.2024 13:00;74.0;1.4;1.5;1.7;0.2;0.0;271.9
12.03.2024 14:00;75.8;1.1;1.2;1.3;1.0;0.0;360.2
12.03.2024 15:00;76.5;1.1;1.4;1.4;1.8;0.0;534.2
12.03.2024 16:00;74.6;1.4;1.7;1.7;1.5;0.0;258.6
12.03.2024 17:00;77.8;1.4;0.9;1.6;1.2;0.0;214.7
12.03.2024 18:00;74.6;1.8;1.4;2.0;0.2;0.0;36.8
12.03.2024 19:00;79.3;1.5;1.4;1.6;-0.3;0.0;2.8
12.03.2024 20:00;69.9;2.9;2.0;3.0;-1.0;0.0;-0.1
12.03.2024 21:00;66.8;3.4;2.9;3.5;-1.5;0.0;0.0
12.03.2024 22:00;69.2;2.2;2.4;2.4;-1.4;0.0;0.0
12.03.2024 23:00;72.2;1.8;1.7;1.9;-1.1;0.0;0.0
13.03.2024 00:00;66.1;2.5;1.5;2.6;-1.2;0.0;0.0
13.03.2024 01:00;62.6;3.8;2.8;3.9;-1.5;0.0;0.0
13.03.2024 02:00;61.1;2.6;2.7;2.7;-1.7;0.0;0.0
13.03.2024 03:00;63.2;2.4;2.3;2.5;-1.8;0.1;0.0
13.03.2024 04:00;78.1;1.1;1.3;1.2;-1.9;0.2;0.0
13.03.2024 05:00;73.6;1.2;1.1;1.3;-2.0;2.0;0.0
13.03.2024 06:00;75.2;1.2;0.9;1.3;-2.0;3.8;0.0
13.03.2024 07:00;67.0;1.1;0.6;1.2;-1.9;3.4;0.3
13.03.2024 08:00;60.6;2.0;1.0;2.1;-1.8;2.4;12.5
13.03.2024 09:00;57.6;7.9;1.2;8.9;-1.6;1.7;46.6
13.03.2024 10:00;63.4;5.3;0.6;6.9;-1.1;0.6;99.7
13.03.2024 11:00;64.5;2.8;0.2;3.8;-0.4;0.4;167.3
13.03.2024 12:00;59.8;1.8;0.3;2.6;0.6;0.0;307.0
13.03.2024 13:00;58.3;1.3;0.5;1.7;1.9;0.0;357.4
13.03.2024 14:00;59.3;1.0;0.5;1.3;2.1;0.0;399.3
13.03.2024 15:00;57.8;1.7;0.6;2.4;1.9;0.0;340.7
13.03.2024 16:00;57.1;1.4;0.5;2.0;1.9;0.0;301.1
13.03.2024 17:00;57.3;1.3;0.6;1.7;1.7;0.0;160.9
13.03.2024 18:00;55.2;2.2;0.8;2.6;1.5;0.0;49.6
13.03.2024 19:00;53.0;1.3;0.4;1.4;1.4;0.0;3.0
13.03.2024 20:00;42.2;1.6;1.1;1.7;0.9;0.0;-0.9
13.03.2024 21:00;35.0;4.1;1.2;4.2;0.1;0.0;-0.2
13.03.2024 22:00;38.6;3.7;1.9;3.8;0.0;0.0;-0.3
13.03.2024 23:00;38.3;3.4;0.8;4.5;-0.1;0.0;-0.5
14.03.2024 00:00;32.7;7.1;1.0;9.4;-0.7;0.0;-0.5
14.03.2024 01:00;50.4;1.9;0.4;2.1;-0.7;0.0;-0.3
14.03.2024 02:00;60.4;0.3;0.2;0.4;-0.6;0.0;-0.8
14.03.2024 03:00;60.1;0.3;0.2;0.5;-0.9;0.0;-0.8
14.03.2024 04:00;64.0;0.3;0.2;0.4;-1.0;0.0;-0.8
14.03.2024 05:00;65.3;0.2;0.2;0.3;-1.0;0.0;-0.5
14.03.2024 06:00;61.1;0.3;0.3;0.4;-1.4;0.0;-0.8
14.03.2024 07:00;62.0;0.4;0.2;0.5;-0.9;0.0;5.4
14.03.2024 08:00;55.8;1.6;0.3;1.9;-1.1;0.0;61.0
14.03.2024 09:00;48.9;1.9;0.8;2.8;0.0;0.0;133.6
14.03.2024 10:00;46.1;2.8;1.0;4.9;2.5;0.0;441.3
14.03.2024 11:00;53.1;2.5;2.1;4.0;4.4;0.0;534.0
14.03.2024 12:00;49.8;2.3;2.1;3.7;6.6;0.0;618.1
14.03.2024 13:00;69.0;1.1;1.0;1.5;8.4;0.0;635.9
14.03.2024 14:00;71.9;0.6;0.5;0.8;8.9;0.0;673.3
14.03.2024 15:00;75.6;1.0;2.4;1.2;9.6;0.0;627.1
14.03.2024 16:00;76.2;1.3;2.3;1.6;9.8;0.0;478.8
14.03.2024 17:00;75.6;1.3;3.2;1.7;9.3;0.0;262.3
14.03.2024 18:00;67.3;1.5;3.8;1.7;6.8;0.0;63.4
14.03.2024 19:00;67.9;2.5;2.0;2.6;5.0;0.0;6.9
14.03.2024 20:00;68.8;2.1;2.7;2.3;4.0;0.0;-1.5
14.03.2024 21:00;70.5;0.6;1.1;0.7;3.3;0.0;-1.2
14.03.2024 22:00;71.9;0.6;0.9;0.8;2.7;0.0;-1.0
14.03.2024 23:00;74.6;0.8;1.1;0.9;2.9;0.0;-0.9
15.03.2024 00:00;73.3;1.3;1.0;1.4;2.2;0.0;-1.0
15.03.2024 01:00;73.0;2.5;1.1;2.6;2.0;0.0;-1.1
15.03.2024 02:00;76.6;0.3;0.9;0.4;2.1;0.0;-0.8
15.03.2024 03:00;76.8;0.2;0.9;0.3;2.2;0.0;-0.8
15.03.2024 04:00;75.6;2.1;1.0;2.3;2.3;0.0;-0.8
15.03.2024 05:00;75.5;1.0;1.1;1.1;2.2;0.0;-0.8
15.03.2024 06:00;74.7;0.4;1.4;0.5;2.7;0.0;0.0
15.03.2024 07:00;73.4;0.4;2.4;0.6;2.8;0.0;3.1
15.03.2024 08:00;73.5;0.8;3.0;1.0;3.1;0.0;54.4
15.03.2024 09:00;69.7;2.9;3.4;3.6;4.4;0.0;185.3
15.03.2024 10:00;75.0;1.8;3.5;2.3;6.8;0.0;471.4
15.03.2024 11:00;77.2;1.1;3.3;1.4;7.6;0.0;406.5
15.03.2024 12:00;76.3;0.9;3.1;1.1;7.6;0.0;518.8
15.03.2024 13:00;78.2;0.9;3.3;1.1;8.6;0.0;633.7
15.03.2024 14:00;77.8;1.1;3.4;1.3;8.5;0.0;385.7
15.03.2024 15:00;76.6;1.0;3.5;1.2;8.2;0.0;366.7
15.03.2024 16:00;77.8;1.0;3.6;1.2;8.2;0.0;381.4
15.03.2024 17:00;77.2;1.1;3.4;1.3;7.9;0.0;224.5
15.03.2024 18:00;75.1;2.4;4.8;2.6;6.4;0.0;83.2
15.03.2024 19:00;70.5;2.8;6.7;2.9;5.3;0.0;5.4
15.03.2024 20:00;65.3;4.5;5.8;4.6;3.7;0.7;-1.2
15.03.2024 21:00;81.1;0.8;1.7;1.0;2.0;1.5;-0.8
15.03.2024 22:00;75.4;1.3;1.7;1.5;1.5;0.2;0.0
15.03.2024 23:00;68.5;1.1;1.2;1.2;1.6;0.0;0.0
16.03.2024 00:00;65.6;1.0;0.9;1.2;1.6;0.0;0.1
16.03.2024 01:00;54.4;1.4;0.9;1.5;1.3;0.0;-0.5
16.03.2024 02:00;55.9;1.6;1.0;1.7;1.0;0.0;-0.4
16.03.2024 03:00;62.5;1.6;1.3;1.7;1.0;0.6;-0.6
16.03.2024 04:00;65.7;1.1;0.3;1.2;0.3;1.2;-0.4
16.03.2024 05:00;58.0;1.6;0.2;1.7;0.4;0.0;-0.1
16.03.2024 06:00;42.9;0.9;0.3;1.0;0.4;0.2;0.0
16.03.2024 07:00;47.6;1.6;0.7;1.7;0.3;0.1;3.2
16.03.2024 08:00;42.3;4.7;1.5;6.5;0.3;0.1;53.9
16.03.2024 09:00;38.9;7.4;1.6;9.6;0.5;1.0;99.2
16.03.2024 10:00;51.2;2.9;0.7;4.0;0.6;0.0;247.9
16.03.2024 11:00;73.4;0.9;0.2;1.2;2.7;0.0;614.2
16.03.2024 12:00;71.4;1.4;0.6;2.0;3.8;0.0;708.8
16.03.2024 13:00;77.4;0.6;0.3;0.8;3.9;0.0;428.5
16.03.2024 14:00;78.0;0.5;0.4;0.7;4.5;0.0;455.2
16.03.2024 15:00;76.6;0.6;0.5;0.7;4.6;0.1;332.3
16.03.2024 16:00;74.3;0.6;0.5;0.8;3.5;0.2;254.6
16.03.2024 17:00;73.4;0.7;0.8;0.9;4.0;0.0;192.7
16.03.2024 18:00;74.3;0.6;0.6;0.7;3.1;0.2;44.4
16.03.2024 19:00;72.0;1.1;0.6;1.2;2.7;0.0;4.2
16.03.2024 20:00;68.9;1.6;1.1;1.7;2.3;0.0;-0.3
16.03.2024 21:00;62.0;2.0;1.2;2.1;1.7;0.0;-0.4
16.03.2024 22:00;53.9;2.4;1.6;2.5;1.1;0.0;-0.8
16.03.2024 23:00;61.8;1.3;0.9;1.4;1.1;0.0;-0.2
17.03.2024 00:00;64.4;0.9;0.8;1.0;1.2;0.0;-0.5
17.03.2024 01:00;49.4;4.1;1.1;4.4;0.6;0.0;0.0
17.03.2024 02:00;50.8;3.9;1.9;4.2;0.4;0.0;-0.1
17.03.2024 03:00;49.3;2.2;1.2;2.3;0.1;0.0;-1.1
17.03.2024 04:00;53.2;1.6;0.9;1.7;-0.5;0.0;-1.0
17.03.2024 05:00;67.0;0.7;0.9;0.8;-0.8;0.0;-0.7
17.03.2024 06:00;68.3;0.9;1.1;1.0;-1.2;0.0;-1.0
17.03.2024 07:00;71.9;0.7;1.4;0.8;-1.3;0.0;5.9
17.03.2024 08:00;71.5;1.0;1.6;1.2;-1.2;0.0;54.6
17.03.2024 09:00;71.4;2.6;1.6;3.3;0.6;0.0;183.9
17.03.2024 10:00;70.3;6.3;2.3;8.5;2.2;0.0;359.6
17.03.2024 11:00;79.7;1.3;1.7;1.7;5.2;0.0;509.6
17.03.2024 12:00;84.3;1.5;2.0;1.9;7.3;0.0;557.5
17.03.2024 13:00;85.3;1.2;2.2;1.5;8.3;0.0;507.4
17.03.2024 14:00;81.1;0.7;1.6;0.8;7.7;0.0;461.3
17.03.2024 15:00;77.5;0.6;1.4;0.7;7.1;0.0;303.8
17.03.2024 16:00;78.3;0.6;1.4;0.8;6.4;0.0;227.8
17.03.2024 17:00;80.7;0.7;1.9;0.8;5.2;0.0;106.1
17.03.2024 18:00;80.1;0.9;2.1;1.0;3.8;0.0;36.9
17.03.2024 19:00;79.1;1.1;2.0;1.2;2.0;0.0;2.7
17.03.2024 20:00;77.6;0.9;2.1;1.1;1.7;0.0;0.0
17.03.2024 21:00;75.9;0.5;1.9;0.7;1.9;0.0;0.0
17.03.2024 22:00;74.8;1.2;2.4;1.3;1.9;0.0;0.0
17.03.2024 23:00;73.0;1.8;2.4;1.9;1.9;0.0;0.0
18.03.2024 00:00;69.4;3.8;2.2;3.9;1.8;0.0;0.0
18.03.2024 01:00;72.1;3.0;2.3;3.1;2.0;0.0;0.0
18.03.2024 02:00;64.3;3.8;2.6;3.9;1.7;0.0;-0.1
18.03.2024 03:00;64.6;1.8;2.4;1.9;1.9;0.0;0.0
18.03.2024 04:00;61.5;2.7;1.6;2.8;1.8;0.0;0.0
18.03.2024 05:00;60.8;6.6;2.0;6.7;1.9;0.0;-0.1
18.03.2024 06:00;73.5;1.5;1.7;1.6;2.1;0.1;-0.8
18.03.2024 07:00;71.8;1.3;1.5;1.4;2.0;0.0;3.8
18.03.2024 08:00;58.2;3.6;2.6;4.0;1.5;0.1;58.6
18.03.2024 09:00;52.6;12.7;3.4;18.4;1.1;0.1;86.9
18.03.2024 10:00;60.6;10.3;2.1;14.6;0.7;0.6;75.3
18.03.2024 11:00;63.6;6.7;1.4;8.4;0.2;1.7;64.2
18.03.2024 12:00;57.3;3.1;0.4;3.7;0.1;3.4;92.1
18.03.2024 13:00;58.7;5.0;0.2;6.1;-0.1;2.7;99.2
18.03.2024 14:00;63.6;2.3;0.0;2.8;-0.2;1.4;130.0
18.03.2024 15:00;63.4;1.8;0.1;2.6;0.3;0.1;288.4
18.03.2024 16:00;63.0;2.0;0.2;2.5;0.6;0.1;202.2
18.03.2024 17:00;62.0;1.8;0.2;2.0;0.5;0.2;93.5
18.03.2024 18:00;60.1;2.7;0.3;2.9;0.1;0.1;39.1
18.03.2024 19:00;60.8;2.7;0.1;2.8;0.0;0.3;1.9
18.03.2024 20:00;60.4;2.1;0.2;2.2;0.0;0.3;-0.1
18.03.2024 21:00;63.4;1.9;0.1;2.0;-0.1;0.1;0.0
18.03.2024 22:00;64.1;1.7;0.3;1.8;0.1;0.0;0.0
18.03.2024 23:00;61.8;2.3;0.8;2.4;0.2;0.0;0.0
19.03.2024 00:00;57.1;1.9;1.0;2.0;0.2;0.0;-0.2
19.03.2024 01:00;53.4;1.7;1.0;1.8;0.2;0.0;0.0
19.03.2024 02:00;39.0;1.6;0.8;1.7;0.0;0.0;0.0
19.03.2024 03:00;28.2;7.5;2.6;7.6;-0.1;0.0;0.0
19.03.2024 04:00;28.5;10.1;3.4;11.4;-0.4;0.0;0.0
19.03.2024 05:00;27.9;6.6;1.7;6.9;-0.2;0.0;0.0
19.03.2024 06:00;35.1;2.2;1.0;2.3;-0.2;0.0;0.0
19.03.2024 07:00;42.2;1.4;0.9;1.5;-0.3;0.0;8.7
19.03.2024 08:00;50.9;3.4;0.9;4.1;-0.5;0.0;53.0
19.03.2024 09:00;51.8;1.9;1.1;2.5;-0.1;0.0;165.5
19.03.2024 10:00;52.4;1.2;0.8;2.0;1.7;0.0;526.1
19.03.2024 11:00;57.9;1.6;1.3;2.6;3.2;0.0;669.0
19.03.2024 12:00;73.3;1.1;1.5;1.6;4.3;0.0;757.1
19.03.2024 13:00;79.5;0.9;1.2;1.1;5.5;0.0;784.6
19.03.2024 14:00;82.1;0.9;1.2;1.0;6.2;0.0;750.0
19.03.2024 15:00;82.7;0.8;1.2;1.0;6.8;0.0;669.2
19.03.2024 16:00;82.0;0.7;1.1;0.9;7.2;0.0;531.6
19.03.2024 17:00;83.7;1.3;1.7;1.6;6.9;0.0;337.8
19.03.2024 18:00;77.4;2.7;3.4;3.0;5.3;0.0;122.3
19.03.2024 19:00;67.0;3.2;2.4;3.3;3.5;0.0;9.5
19.03.2024 20:00;70.3;1.3;1.6;1.4;2.2;0.0;-1.3
19.03.2024 21:00;66.2;3.5;2.1;3.6;1.7;0.0;-1.2
19.03.2024 22:00;63.6;3.9;4.6;4.0;0.9;0.0;-0.8
19.03.2024 23:00;71.1;0.8;1.9;0.9;1.1;0.0;-1.1
20.03.2024 00:00;70.3;2.5;1.5;3.1;0.5;0.0;-1.0
20.03.2024 01:00;78.2;0.7;1.4;0.8;0.6;0.0;-1.0
20.03.2024 02:00;79.8;0.5;1.3;0.6;0.2;0.0;-1.0
20.03.2024 03:00;80.9;0.5;1.1;0.5;0.1;0.0;-1.0
20.03.2024 04:00;81.3;1.0;1.0;1.1;-0.2;0.0;-0.9
20.03.2024 05:00;82.9;0.8;1.0;0.9;-0.2;0.0;-1.0
20.03.2024 06:00;85.0;0.8;1.1;0.9;-0.3;0.0;-1.2
20.03.2024 07:00;87.4;0.6;1.1;0.7;-0.2;0.0;6.0
20.03.2024 08:00;84.1;2.5;2.1;2.8;-0.1;0.0;31.2
20.03.2024 09:00;84.3;3.5;2.4;4.2;1.5;0.0;135.7
20.03.2024 10:00;82.7;3.8;1.9;5.1;5.3;0.0;531.7
20.03.2024 11:00;90.9;2.9;3.3;3.7;8.1;0.0;672.9
20.03.2024 12:00;96.9;1.5;1.6;1.8;10.0;0.0;721.9
20.03.2024 13:00;99.3;1.4;2.0;1.6;11.1;0.0;749.3
20.03.2024 14:00;97.3;1.2;1.4;1.3;11.7;0.0;721.8
20.03.2024 15:00;95.9;1.0;1.1;1.2;11.8;0.0;649.8
20.03.2024 16:00;93.0;0.8;1.2;1.0;11.5;0.0;479.9
20.03.2024 17:00;92.0;1.1;1.5;1.2;10.7;0.0;287.0
20.03.2024 18:00;90.0;2.4;1.7;2.7;9.4;0.0;118.0
20.03.2024 19:00;87.0;2.7;2.2;2.8;7.7;0.0;11.2
20.03.2024 20:00;80.4;3.7;2.8;3.8;5.9;0.0;-2.2
20.03.2024 21:00;84.0;1.8;1.8;1.9;4.4;0.0;-1.5
20.03.2024 22:00;84.1;1.4;1.6;1.4;3.6;0.0;-1.1
20.03.2024 23:00;83.5;1.6;2.6;1.7;3.5;0.0;-0.8
21.03.2024 00:00;84.8;1.1;1.4;1.2;4.0;0.0;-1.1
21.03.2024 01:00;81.6;2.8;1.1;2.9;3.2;0.0;-1.1
21.03.2024 02:00;81.9;2.5;1.0;2.6;3.0;0.0;-0.9
21.03.2024 03:00;83.2;0.8;1.6;0.9;3.0;0.0;-0.8
21.03.2024 04:00;80.2;1.0;2.2;1.0;3.0;0.0;-0.3
21.03.2024 05:00;71.5;5.8;1.8;6.1;3.2;0.0;-0.3
21.03.2024 06:00;81.4;1.4;2.5;1.5;3.9;0.0;-1.7
21.03.2024 07:00;84.0;0.9;2.1;1.0;4.0;0.0;10.1
21.03.2024 08:00;78.2;1.2;3.2;1.3;4.3;0.0;48.5
21.03.2024 09:00;75.1;2.9;2.5;3.2;3.5;0.1;105.1
21.03.2024 10:00;74.3;2.1;2.3;2.3;3.3;1.7;73.1
21.03.2024 11:00;74.9;1.4;1.5;1.6;2.8;1.5;126.9
21.03.2024 12:00;72.3;1.4;0.5;1.7;2.8;0.6;225.3
21.03.2024 13:00;71.9;1.3;0.3;1.6;2.6;0.1;199.2
21.03.2024 14:00;74.5;1.4;0.9;1.8;3.7;0.1;596.2
21.03.2024 15:00;79.5;0.8;2.8;1.0;4.5;0.3;241.3
21.03.2024 16:00;83.6;0.7;3.6;0.8;4.9;0.0;207.0
21.03.2024 17:00;83.2;0.9;4.2;1.1;5.2;0.0;124.9
21.03.2024 18:00;85.9;1.2;4.5;1.3;5.2;0.0;61.9
21.03.2024 19:00;88.4;1.6;5.2;1.7;5.2;0.0;5.9
21.03.2024 20:00;88.6;1.6;4.6;1.7;5.1;0.0;-0.8
21.03.2024 21:00;87.7;1.6;4.5;1.7;4.7;0.0;-0.7
21.03.2024 22:00;87.6;1.7;5.2;1.8;4.9;0.0;-1.0
21.03.2024 23:00;82.3;1.9;5.8;2.0;4.3;0.0;-0.9
22.03.2024 00:00;74.9;2.0;5.6;2.1;3.7;0.0;-0.5
22.03.2024 01:00;70.5;2.8;5.3;2.9;3.2;0.0;-0.6
22.03.2024 02:00;65.2;2.1;4.6;2.2;2.5;0.0;-0.7
22.03.2024 03:00;66.2;1.8;4.7;1.9;1.3;0.0;-1.4
22.03.2024 04:00;72.7;1.4;4.3;1.5;0.6;0.0;-1.1
22.03.2024 05:00;78.2;1.5;4.3;1.6;0.7;0.0;-1.0
22.03.2024 06:00;74.9;3.1;4.6;3.4;0.2;0.0;-1.0
22.03.2024 07:00;76.3;1.5;4.8;1.7;0.0;0.0;10.5
22.03.2024 08:00;74.5;1.7;5.3;1.9;-0.1;0.0;49.5
22.03.2024 09:00;72.5;6.3;4.7;7.8;1.8;0.0;184.8
22.03.2024 10:00;75.5;7.0;4.5;9.7;4.8;0.0;548.0
22.03.2024 11:00;85.2;2.5;3.3;3.2;7.6;0.0;677.4
22.03.2024 12:00;90.1;1.1;2.2;1.2;9.6;0.0;774.3
22.03.2024 13:00;90.3;0.9;2.0;1.0;10.7;0.0;760.1
22.03.2024 14:00;90.1;0.8;1.2;0.9;11.3;0.0;739.5
22.03.2024 15:00;89.9;0.9;1.1;1.0;11.5;0.0;623.9
22.03.2024 16:00;90.5;0.7;1.1;0.7;11.6;0.0;506.9
22.03.2024 17:00;89.8;0.9;1.2;1.0;10.8;0.0;299.8
22.03.2024 18:00;85.7;2.6;2.5;2.9;8.5;0.0;90.4
22.03.2024 19:00;85.4;2.0;1.7;2.2;6.5;0.0;8.1
22.03.2024 20:00;82.1;4.8;2.4;5.0;5.5;0.0;-0.7
22.03.2024 21:00;86.1;1.8;2.3;1.9;5.0;0.0;-1.1
22.03.2024 22:00;85.5;3.2;3.8;3.3;4.4;0.0;-1.1
22.03.2024 23:00;90.6;1.2;2.2;1.2;3.8;0.0;-1.5
23.03.2024 00:00;82.9;5.7;2.8;5.8;2.9;0.0;-1.6
23.03.2024 01:00;89.9;1.5;1.4;1.6;2.8;0.0;-1.5
23.03.2024 02:00;89.5;0.5;1.5;0.6;2.2;0.0;-1.1
23.03.2024 03:00;88.9;0.6;1.4;0.7;1.6;0.0;-1.3
23.03.2024 04:00;91.9;0.6;1.3;0.6;2.1;0.0;-1.1
23.03.2024 05:00;88.6;0.6;1.9;0.7;1.5;0.0;-1.3
23.03.2024 06:00;87.9;1.4;1.8;1.5;1.0;0.0;-1.3
23.03.2024 07:00;89.6;1.1;2.8;1.2;1.4;0.0;9.5
23.03.2024 08:00;87.5;1.8;3.9;2.0;1.3;0.0;37.1
23.03.2024 09:00;91.3;3.1;3.8;3.8;4.4;0.0;166.8
23.03.2024 10:00;88.8;2.1;5.2;2.5;5.6;0.0;303.6
23.03.2024 11:00;82.1;2.2;5.5;2.4;3.6;0.0;108.7
23.03.2024 12:00;76.6;2.0;3.5;2.1;1.7;3.3;50.1
23.03.2024 13:00;67.6;1.6;1.1;1.8;-0.2;3.4;44.9
23.03.2024 14:00;72.2;1.2;1.2;1.3;-1.5;5.6;39.1
