Station: Davos-Seehornwald
Rural, > 1000 m
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];PM10 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
15.01.2024 08:00;67.2;4.4;0.8;4.5;-5.1;0.0;-0.1
15.01.2024 09:00;66.7;4.0;1.1;4.2;-5.4;0.0;17.0
15.01.2024 10:00;64.6;4.1;1.4;4.7;-5.8;0.0;36.1
15.01.2024 11:00;59.4;5.1;1.6;7.2;-5.8;0.0;237.6
15.01.2024 12:00;65.6;3.2;1.3;4.6;-4.9;0.0;401.3
15.01.2024 13:00;65.3;2.6;2.2;3.7;-4.5;0.0;438.3
15.01.2024 14:00;65.9;2.6;2.3;3.3;-5.0;0.0;271.1
15.01.2024 15:00;65.5;2.5;2.8;3.1;-5.0;0.0;259.9
15.01.2024 16:00;68.1;2.3;2.6;2.6;-4.9;0.0;105.1
15.01.2024 17:00;63.6;3.3;2.9;3.5;-5.8;0.0;21.0
15.01.2024 18:00;59.6;4.4;3.0;4.4;-6.2;0.0;0.2
15.01.2024 19:00;59.8;4.5;2.6;4.6;-6.6;0.1;0.0
15.01.2024 20:00;64.9;3.3;2.0;3.3;-6.8;0.0;-0.2
15.01.2024 21:00;66.8;2.6;1.7;2.6;-7.4;0.0;0.0
15.01.2024 22:00;66.5;2.9;1.7;2.9;-7.6;0.0;0.0
15.01.2024 23:00;65.6;2.9;2.4;3.0;-7.6;0.0;0.0
16.01.2024 00:00;63.7;3.6;3.4;3.6;-7.7;0.0;0.0
16.01.2024 01:00;56.2;8.2;3.0;8.6;-8.5;0.0;-0.4
16.01.2024 02:00;56.6;8.2;2.5;8.5;-8.8;0.0;0.0
16.01.2024 03:00;63.0;3.3;2.3;3.3;-9.3;0.0;-1.1
16.01.2024 04:00;63.5;2.3;2.1;2.4;-10.6;0.0;-1.0
16.01.2024 05:00;69.0;1.4;1.7;1.4;-11.3;0.0;-1.0
16.01.2024 06:00;71.3;1.3;1.3;1.4;-11.5;0.0;-0.6
16.01.2024 07:00;71.7;1.8;1.2;1.9;-11.6;0.0;-0.6
16.01.2024 08:00;71.4;2.5;1.3;3.0;-11.9;0.0;-0.4
16.01.2024 09:00;69.8;5.3;1.4;6.3;-11.6;0.0;13.4
16.01.2024 10:00;72.3;4.0;1.0;5.4;-10.8;0.0;32.7
16.01.2024 11:00;71.9;5.6;2.4;7.9;-9.2;0.0;272.1
16.01.2024 12:00;73.8;3.2;1.1;4.6;-7.0;0.0;404.9
16.01.2024 13:00;70.9;7.6;3.0;11.3;-4.7;0.0;433.6
16.01.2024 14:00;77.4;2.8;1.2;3.8;-2.6;0.0;393.0
16.01.2024 15:00;75.5;5.6;1.4;7.3;-1.6;0.0;290.3
16.01.2024 16:00;77.0;5.1;1.3;6.3;-1.8;0.0;179.7
16.01.2024 17:00;78.3;4.9;1.4;5.1;-2.8;0.0;33.0
16.01.2024 18:00;77.4;3.9;3.0;4.0;-4.5;0.0;-1.1
16.01.2024 19:00;78.6;5.1;1.1;5.2;-5.3;0.0;-1.4
16.01.2024 20:00;79.8;4.5;1.5;4.6;-5.7;0.0;-0.6
16.01.2024 21:00;80.6;3.6;1.0;4.0;-5.7;0.0;-0.7
16.01.2024 22:00;80.6;2.6;0.9;2.7;-5.3;0.0;0.0
16.01.2024 23:00;78.7;4.1;2.0;5.2;-4.4;0.0;0.3
17.01.2024 00:00;81.1;1.4;0.9;1.5;-3.1;0.0;0.4
17.01.2024 01:00;80.0;2.6;1.1;2.8;-1.9;0.0;-0.2
17.01.2024 02:00;76.7;4.9;1.5;5.0;-1.9;0.0;-0.1
17.01.2024 03:00;74.7;5.5;1.3;6.3;-2.0;0.0;0.0
17.01.2024 04:00;73.7;6.0;0.9;6.2;-2.0;0.0;-0.2
17.01.2024 05:00;72.9;6.1;1.0;6.6;-1.5;0.0;0.2
17.01.2024 06:00;77.0;2.5;1.4;2.6;-0.7;0.0;0.6
17.01.2024 07:00;78.1;2.9;1.4;2.9;-0.5;0.0;-0.1
17.01.2024 08:00;76.6;4.1;1.0;4.2;-0.6;0.0;-0.1
17.01.2024 09:00;75.7;3.0;1.2;3.2;-0.1;0.0;22.7
17.01.2024 10:00;77.9;1.0;1.0;1.1;1.2;0.0;64.1
17.01.2024 11:00;75.9;1.9;1.1;2.2;2.2;0.0;132.0
17.01.2024 12:00;74.1;3.0;1.3;3.8;3.2;0.0;271.8
17.01.2024 13:00;73.9;2.8;0.8;3.6;4.2;0.0;303.5
17.01.2024 14:00;73.6;2.4;1.4;2.9;4.9;0.0;235.3
17.01.2024 15:00;72.7;2.2;0.6;2.6;5.2;0.0;137.3
17.01.2024 16:00;69.9;3.4;0.8;3.7;5.0;0.0;99.3
17.01.2024 17:00;64.5;6.6;1.2;7.0;4.1;0.0;28.8
17.01.2024 18:00;66.3;3.7;1.1;3.8;4.7;0.0;-0.1
17.01.2024 19:00;60.2;6.8;1.2;6.8;3.7;0.0;-0.7
17.01.2024 20:00;62.5;5.8;1.1;5.9;4.1;0.0;0.0
17.01.2024 21:00;63.5;4.7;1.0;4.7;3.5;0.0;-2.0
17.01.2024 22:00;68.4;1.8;0.5;1.8;2.0;0.1;-1.1
17.01.2024 23:00;50.9;3.3;0.7;3.4;1.6;0.0;-0.7
18.01.2024 00:00;54.8;6.2;1.1;6.2;1.2;0.4;-0.8
18.01.2024 01:00;60.1;2.6;0.6;2.6;0.4;2.6;-0.9
18.01.2024 02:00;58.5;2.3;0.2;2.3;0.1;0.8;-0.1
18.01.2024 03:00;55.3;3.5;0.3;3.6;-0.1;0.8;-0.2
18.01.2024 04:00;55.8;1.5;0.0;1.5;0.0;0.1;0.0
18.01.2024 05:00;45.5;2.6;0.2;2.7;0.3;0.0;0.0
18.01.2024 06:00;33.9;3.8;0.6;3.9;0.2;0.0;-0.1
18.01.2024 07:00;32.5;3.3;0.4;3.9;0.3;0.0;0.0
18.01.2024 08:00;43.4;1.5;0.2;1.6;0.4;0.0;-0.2
18.01.2024 09:00;52.0;2.4;0.3;2.9;0.3;0.0;22.9
18.01.2024 10:00;48.2;2.5;0.3;3.2;0.6;0.0;91.7
18.01.2024 11:00;45.6;3.4;0.6;4.8;1.2;0.0;189.0
18.01.2024 12:00;42.4;4.8;0.9;6.4;2.2;0.0;199.3
18.01.2024 13:00;45.7;6.4;1.3;9.1;2.6;0.0;241.8
18.01.2024 14:00;54.4;3.6;0.9;4.7;3.0;0.0;195.1
18.01.2024 15:00;57.2;3.3;1.0;3.9;3.3;0.0;154.7
18.01.2024 16:00;56.7;3.4;0.6;3.8;2.8;0.0;78.3
18.01.2024 17:00;64.1;1.9;0.5;2.1;2.6;0.0;35.8
18.01.2024 18:00;69.6;0.8;0.1;0.9;2.2;0.1;-0.8
18.01.2024 19:00;63.9;1.5;0.1;1.6;0.9;1.0;-1.1
18.01.2024 20:00;53.6;3.2;0.2;3.2;0.0;0.5;0.0
18.01.2024 21:00;43.0;4.5;0.2;4.5;-0.6;0.0;-0.4
18.01.2024 22:00;36.4;6.0;0.2;6.1;-2.2;0.1;-0.5
18.01.2024 23:00;35.1;6.5;0.5;6.6;-3.1;0.2;-0.1
19.01.2024 00:00;33.8;7.2;0.8;7.3;-3.9;0.4;0.0
19.01.2024 01:00;36.4;7.0;2.3;7.0;-4.7;0.4;0.0
19.01.2024 02:00;43.6;5.8;1.5;5.9;-5.7;0.2;0.0
19.01.2024 03:00;48.0;5.1;1.0;5.2;-6.3;0.1;0.0
19.01.2024 04:00;49.5;4.8;0.5;4.8;-6.8;0.1;0.0
19.01.2024 05:00;49.9;4.6;0.9;4.7;-7.3;0.0;0.0
19.01.2024 06:00;49.0;4.5;0.9;4.6;-7.5;0.0;0.0
19.01.2024 07:00;49.7;4.4;1.1;4.4;-7.9;0.0;0.0
19.01.2024 08:00;49.5;4.7;2.3;4.7;-8.2;0.0;0.2
19.01.2024 09:00;51.8;4.3;2.8;4.5;-8.5;0.0;18.2
19.01.2024 10:00;53.3;4.5;2.6;5.1;-8.5;0.1;63.9
19.01.2024 11:00;56.5;3.4;3.1;4.1;-8.4;0.0;127.3
19.01.2024 12:00;59.1;3.2;3.2;4.1;-8.4;0.0;184.4
19.01.2024 13:00;59.9;3.2;3.4;4.4;-8.1;0.0;323.5
19.01.2024 14:00;62.1;3.0;3.7;4.0;-8.4;0.0;225.3
19.01.2024 15:00;65.4;2.5;2.8;3.4;-8.3;0.0;367.6
19.01.2024 16:00;64.2;3.7;3.0;4.6;-8.7;0.0;210.0
19.01.2024 17:00;60.2;7.2;3.6;7.7;-9.9;0.0;46.5
19.01.2024 18:00;57.5;6.9;3.1;7.0;-11.2;0.0;-0.2
19.01.2024 19:00;55.9;6.4;2.7;6.5;-12.4;0.0;-0.8
19.01.2024 20:00;59.6;4.5;2.6;4.5;-13.1;0.0;-0.8
19.01.2024 21:00;65.0;2.7;2.0;2.8;-13.8;0.0;-0.9
19.01.2024 22:00;65.5;2.2;1.7;2.3;-14.7;0.0;-0.9
19.01.2024 23:00;66.0;2.1;1.3;2.2;-14.8;0.0;-0.7
20.01.2024 00:00;66.8;2.1;1.0;2.1;-15.2;0.0;-0.7
20.01.2024 01:00;66.7;1.9;0.8;1.9;-15.5;0.0;-0.9
20.01.2024 02:00;66.3;2.2;0.7;2.3;-15.8;0.0;-0.8
20.01.2024 03:00;68.4;0.7;0.4;0.7;-15.6;0.0;-0.6
20.01.2024 04:00;68.0;0.8;0.4;0.9;-15.7;0.0;-0.8
20.01.2024 05:00;69.4;0.8;0.3;0.9;-15.8;0.0;-0.6
20.01.2024 06:00;68.8;2.2;0.4;3.0;-15.9;0.0;-0.8
20.01.2024 07:00;71.1;1.3;0.5;1.9;-15.5;0.0;-0.9
20.01.2024 08:00;72.3;1.7;0.7;2.1;-15.2;0.0;0.2
20.01.2024 09:00;70.3;3.7;0.6;4.9;-15.0;0.0;15.3
20.01.2024 10:00;68.5;6.1;1.0;8.2;-14.3;0.0;35.6
20.01.2024 11:00;71.0;3.4;0.9;4.8;-11.8;0.0;294.5
20.01.2024 12:00;72.0;2.6;0.6;3.9;-8.7;0.0;419.2
20.01.2024 13:00;69.9;5.4;1.0;8.5;-7.2;0.0;444.2
20.01.2024 14:00;72.2;3.4;1.0;5.0;-5.8;0.0;412.9
20.01.2024 15:00;72.7;3.4;0.7;4.8;-5.0;0.0;326.9
20.01.2024 16:00;71.6;4.3;0.6;5.3;-5.3;0.0;199.8
20.01.2024 17:00;75.1;2.1;1.0;2.4;-6.2;0.0;48.6
20.01.2024 18:00;72.1;4.5;0.7;4.6;-8.5;0.0;-0.2
20.01.2024 19:00;74.2;2.0;0.5;2.2;-8.6;0.0;-1.3
20.01.2024 20:00;74.0;2.9;1.5;3.4;-8.6;0.0;-0.7
20.01.2024 21:00;75.3;2.0;0.6;2.5;-8.9;0.0;-0.8
20.01.2024 22:00;76.4;1.1;0.5;1.1;-8.2;0.0;-0.8
20.01.2024 23:00;76.6;1.6;0.5;1.8;-8.4;0.0;-0.7
21.01.2024 00:00;78.0;1.4;0.5;1.6;-7.9;0.0;-0.9
21.01.2024 01:00;77.9;1.8;0.4;2.2;-8.0;0.0;-0.7
21.01.2024 02:00;79.3;1.5;0.5;2.0;-7.7;0.0;-0.7
21.01.2024 03:00;79.2;1.4;0.4;1.8;-7.5;0.0;-1.2
21.01.2024 04:00;81.3;0.5;0.3;0.6;-7.2;0.0;-0.6
21.01.2024 05:00;79.5;2.2;0.6;2.6;-7.4;0.0;-0.7
21.01.2024 06:00;81.0;1.9;0.4;2.4;-7.0;0.0;-0.7
21.01.2024 07:00;84.1;0.4;0.3;0.4;-6.3;0.0;-0.9
21.01.2024 08:00;84.2;0.7;0.3;0.7;-6.5;0.0;-0.1
21.01.2024 09:00;81.7;2.8;0.6;3.3;-6.2;0.0;18.0
21.01.2024 10:00;80.8;3.8;0.6;4.8;-4.7;0.0;74.5
21.01.2024 11:00;80.4;2.1;1.1;2.6;-2.9;0.0;243.1
21.01.2024 12:00;77.6;4.7;0.8;6.0;-1.0;0.0;297.6
21.01.2024 13:00;77.3;3.8;1.7;4.9;1.1;0.0;320.8
21.01.2024 14:00;78.3;3.1;0.8;3.8;1.7;0.0;276.1
21.01.2024 15:00;77.1;4.7;1.4;5.9;1.9;0.0;274.7
21.01.2024 16:00;80.6;4.2;1.6;5.0;2.4;0.0;201.1
21.01.2024 17:00;78.3;4.8;1.2;5.1;0.6;0.0;48.8
21.01.2024 18:00;83.0;1.4;0.5;1.5;-1.4;0.0;-0.4
21.01.2024 19:00;83.4;0.7;0.4;0.7;-1.8;0.0;-1.0
21.01.2024 20:00;81.2;1.6;0.4;1.6;-2.2;0.0;-1.6
21.01.2024 21:00;81.1;1.1;0.3;1.2;-2.9;0.0;-0.9
21.01.2024 22:00;80.4;1.6;0.3;1.7;-2.9;0.0;-1.0
21.01.2024 23:00;81.0;0.9;0.3;1.0;-2.7;0.0;-1.0
22.01.2024 00:00;80.3;1.6;0.2;1.7;-2.6;0.0;-1.0
22.01.2024 01:00;79.8;1.6;0.2;2.0;-2.5;0.0;-0.6
22.01.2024 02:00;80.4;0.2;0.1;0.3;-1.7;0.0;-1.1
22.01.2024 03:00;78.9;0.9;0.2;1.1;-1.8;0.0;-1.0
22.01.2024 04:00;78.2;2.9;0.3;3.6;-1.8;0.0;-0.6
22.01.2024 05:00;82.8;0.6;0.2;0.7;-0.7;0.0;-0.7
22.01.2024 06:00;80.6;1.9;0.2;2.1;-1.2;0.0;-1.2
22.01.2024 07:00;81.8;1.0;0.3;1.1;-0.9;0.0;-0.7
22.01.2024 08:00;80.7;2.4;0.4;2.8;-0.3;0.0;1.1
22.01.2024 09:00;78.8;3.6;0.5;4.2;-0.1;0.0;37.1
22.01.2024 10:00;77.0;4.3;0.7;5.4;1.0;0.0;117.1
22.01.2024 11:00;78.6;2.7;0.6;3.2;3.6;0.0;155.6
22.01.2024 12:00;79.0;3.3;0.5;4.0;5.1;0.0;206.6
22.01.2024 13:00;75.0;5.8;1.0;7.6;6.6;0.0;321.2
22.01.2024 14:00;78.2;4.2;0.4;4.9;7.3;0.0;217.1
22.01.2024 15:00;79.9;2.4;0.8;2.8;7.1;0.0;142.9
22.01.2024 16:00;75.1;6.6;1.2;7.2;6.3;0.0;67.5
22.01.2024 17:00;79.7;2.3;1.1;2.4;5.4;0.0;19.5
22.01.2024 18:00;71.4;7.5;1.0;7.7;4.2;0.0;0.0
22.01.2024 19:00;70.7;5.1;1.8;5.2;2.4;0.0;-1.0
22.01.2024 20:00;72.5;3.0;2.5;3.1;1.9;0.0;-0.4
22.01.2024 21:00;73.3;2.7;2.0;2.7;0.6;0.0;-0.4
22.01.2024 22:00;68.6;3.2;1.7;3.2;-1.0;1.0;-0.5
22.01.2024 23:00;69.8;2.3;0.7;2.4;-0.6;0.9;0.1
23.01.2024 00:00;75.4;0.9;0.4;0.9;0.3;0.0;-0.8
23.01.2024 01:00;68.6;1.1;0.4;1.1;-0.9;0.0;-0.5
23.01.2024 02:00;63.3;1.4;0.5;1.4;-1.2;0.1;0.0
23.01.2024 03:00;60.1;1.7;0.5;1.8;-1.3;0.4;-0.1
23.01.2024 04:00;63.0;1.1;0.3;1.1;-1.4;0.1;-0.2
23.01.2024 05:00;61.2;1.5;0.2;1.5;-1.7;0.0;-0.1
23.01.2024 06:00;65.4;1.0;0.3;1.0;-1.5;0.5;0.0
23.01.2024 07:00;69.9;0.7;0.7;0.8;-1.2;1.1;-0.3
23.01.2024 08:00;72.5;0.6;1.3;0.6;-1.7;0.0;0.1
23.01.2024 09:00;73.4;0.5;2.2;0.6;-1.8;0.2;16.4
23.01.2024 10:00;77.4;0.5;2.3;0.6;-1.4;0.0;93.3
23.01.2024 11:00;77.0;0.6;2.1;0.7;-1.4;0.0;206.3
23.01.2024 12:00;74.3;1.0;1.6;1.2;-1.3;0.0;240.1
23.01.2024 13:00;75.0;1.4;1.8;1.8;-0.7;0.0;323.0
23.01.2024 14:00;75.8;1.2;1.9;1.6;-0.4;0.0;363.3
23.01.2024 15:00;77.9;0.8;1.8;1.0;0.3;0.0;389.7
23.01.2024 16:00;77.4;1.7;1.7;1.9;0.4;0.0;219.8
23.01.2024 17:00;76.4;2.9;1.5;3.2;-0.5;0.0;56.3
23.01.2024 18:00;70.3;7.0;1.2;7.0;-1.5;0.0;1.7
23.01.2024 19:00;69.3;5.9;1.6;6.0;-1.9;0.0;-0.4
23.01.2024 20:00;66.2;6.3;1.7;6.4;-2.1;0.0;0.0
23.01.2024 21:00;67.5;5.1;1.3;5.2;-2.1;0.0;0.1
23.01.2024 22:00;76.0;3.5;1.2;3.6;-2.5;0.3;0.0
23.01.2024 23:00;73.9;4.0;1.0;4.1;-2.6;0.5;0.0
24.01.2024 00:00;72.8;1.9;0.7;2.0;-2.5;1.1;0.0
24.01.2024 01:00;58.6;3.2;0.7;3.3;-1.9;1.3;0.1
24.01.2024 02:00;53.0;1.2;0.5;1.3;-0.3;0.1;-0.1
24.01.2024 03:00;50.3;0.8;0.3;0.9;0.5;0.0;0.4
24.01.2024 04:00;51.4;0.6;0.4;0.6;1.6;0.0;0.4
24.01.2024 05:00;40.6;2.9;0.4;3.2;1.8;0.0;0.0
24.01.2024 06:00;40.6;0.9;0.5;0.9;2.3;0.0;0.5
24.01.2024 07:00;41.0;0.5;0.5;0.6;3.2;0.0;0.3
24.01.2024 08:00;37.5;1.6;0.6;1.8;3.2;0.0;1.1
24.01.2024 09:00;45.2;1.0;0.7;1.2;4.3;0.0;54.1
24.01.2024 10:00;37.2;1.4;0.7;1.8;4.1;0.0;145.0
24.01.2024 11:00;50.3;1.0;0.7;1.5;6.8;0.0;313.3
24.01.2024 12:00;60.4;0.3;0.8;0.5;8.4;0.0;478.4
24.01.2024 13:00;61.9;0.4;0.8;0.5;8.4;0.0;299.8
24.01.2024 14:00;64.7;0.6;0.8;0.7;8.4;0.0;289.3
24.01.2024 15:00;65.1;0.7;0.7;0.9;8.5;0.0;301.3
24.01.2024 16:00;70.4;0.4;0.5;0.5;8.2;0.0;111.7
24.01.2024 17:00;69.4;1.3;0.6;1.4;7.6;0.0;21.7
24.01.2024 18:00;64.5;4.2;0.8;4.3;6.6;0.0;-0.4
24.01.2024 19:00;68.4;0.7;0.5;0.7;6.9;0.0;-0.8
24.01.2024 20:00;67.3;0.6;0.4;0.6;6.6;0.0;-0.2
24.01.2024 21:00;67.9;0.5;0.2;0.6;6.3;0.0;-0.8
24.01.2024 22:00;68.3;0.4;0.2;0.5;6.1;0.0;-0.1
24.01.2024 23:00;67.5;0.5;0.2;0.5;6.0;0.0;-0.9
25.01.2024 00:00;63.4;0.5;0.1;0.6;5.3;0.0;-1.7
25.01.2024 01:00;60.7;0.6;0.2;0.6;4.9;0.3;-1.1
25.01.2024 02:00;59.2;0.5;0.2;0.6;4.7;1.9;-1.1
25.01.2024 03:00;55.6;0.6;0.1;0.6;4.4;0.7;-0.2
25.01.2024 04:00;56.5;0.5;0.1;0.5;4.6;0.1;-0.2
25.01.2024 05:00;60.4;0.4;0.1;0.4;5.0;0.0;-0.4
25.01.2024 06:00;59.8;0.3;0.1;0.4;4.5;1.1;-1.3
25.01.2024 07:00;58.9;0.4;0.2;0.4;4.3;1.8;-0.6
25.01.2024 08:00;58.2;0.4;0.1;0.4;4.2;1.4;-0.3
25.01.2024 09:00;60.1;0.4;0.1;0.4;4.0;2.5;6.3
25.01.2024 10:00;;;0.1;;3.9;3.0;36.6
25.01.2024 11:00;;;0.1;;3.6;1.9;100.9
25.01.2024 12:00;56.2;0.8;0.1;0.9;3.9;0.9;148.8
25.01.2024 13:00;55.2;0.8;0.1;1.1;3.5;0.7;176.1
25.01.2024 14:00;58.0;0.7;0.1;0.9;3.7;0.4;159.6
25.01.2024 15:00;61.7;0.5;0.1;0.6;3.8;0.0;109.5
25.01.2024 16:00;62.8;0.3;0.0;0.4;3.9;0.0;124.3
25.01.2024 17:00;57.1;1.3;0.2;1.5;3.1;0.0;50.5
25.01.2024 18:00;54.4;1.7;0.2;1.8;2.3;0.0;-2.2
25.01.2024 19:00;55.2;0.6;0.1;0.7;2.3;0.0;-5.6
25.01.2024 20:00;45.7;1.7;0.2;1.7;1.5;0.0;-3.6
25.01.2024 21:00;38.9;1.2;0.4;1.3;0.9;0.0;-2.5
25.01.2024 22:00;22.3;9.1;1.6;9.2;0.2;0.0;-1.0
25.01.2024 23:00;22.8;6.8;1.5;6.9;-0.1;0.0;-0.1
26.01.2024 00:00;33.5;3.7;1.0;3.7;0.3;0.0;-0.1
26.01.2024 01:00;39.7;1.8;0.5;1.8;0.6;0.0;0.0
26.01.2024 02:00;28.7;3.1;0.7;3.2;0.4;0.0;0.0
26.01.2024 03:00;22.8;5.9;1.8;6.1;0.1;0.0;0.0
26.01.2024 04:00;19.9;4.9;1.8;5.0;0.1;0.0;0.0
26.01.2024 05:00;41.1;2.4;0.8;2.4;0.6;0.0;0.0
26.01.2024 06:00;51.2;1.0;1.1;1.1;1.5;0.0;-0.1
26.01.2024 07:00;51.6;0.9;1.3;0.9;1.8;0.0;-0.1
26.01.2024 08:00;50.5;1.0;0.9;1.0;1.9;0.0;0.9
26.01.2024 09:00;49.9;1.6;0.9;1.8;1.7;0.0;26.4
26.01.2024 10:00;53.6;0.6;0.5;0.7;2.6;0.0;83.3
26.01.2024 11:00;53.6;0.6;0.3;0.8;3.5;0.0;156.9
26.01.2024 12:00;54.0;1.3;0.7;1.6;4.4;0.0;198.3
26.01.2024 13:00;49.0;2.2;1.0;2.7;4.5;0.0;110.3
26.01.2024 14:00;54.8;4.3;1.7;5.4;3.6;0.4;64.8
26.01.2024 15:00;52.2;3.3;1.4;4.0;2.7;0.2;76.2
26.01.2024 16:00;51.5;3.3;1.4;3.7;2.2;0.9;62.0
26.01.2024 17:00;51.6;3.7;0.9;3.9;1.3;0.4;31.0
26.01.2024 18:00;50.0;2.8;0.7;2.9;0.8;0.5;0.5
26.01.2024 19:00;56.6;1.7;0.2;1.8;0.9;1.5;-0.4
26.01.2024 20:00;55.8;2.4;0.4;2.4;0.6;0.7;0.0
26.01.2024 21:00;58.3;1.9;0.3;1.9;0.9;0.5;-0.1
26.01.2024 22:00;58.4;1.5;0.2;1.6;1.0;0.0;-0.1
26.01.2024 23:00;62.5;1.1;0.1;1.2;1.7;0.1;-0.5
27.01.2024 00:00;56.1;1.8;0.4;1.8;0.6;0.0;-0.4
27.01.2024 01:00;54.9;1.2;0.3;1.2;0.5;0.0;0.0
27.01.2024 02:00;52.4;1.1;0.3;1.1;0.2;0.0;0.0
27.01.2024 03:00;60.0;1.0;0.2;1.0;0.7;0.0;-0.2
27.01.2024 04:00;51.8;1.7;0.2;1.8;0.2;0.0;0.0
27.01.2024 05:00;50.3;1.3;0.6;1.4;0.0;0.0;0.0
27.01.2024 06:00;47.8;1.5;0.9;1.5;-0.2;0.0;0.0
27.01.2024 07:00;45.3;1.7;0.6;1.7;-0.4;0.0;0.0
27.01.2024 08:00;46.9;1.7;0.5;1.7;-0.7;0.0;0.5
27.01.2024 09:00;46.3;1.6;0.3;1.8;-1.7;0.0;16.4
27.01.2024 10:00;58.1;3.0;0.4;3.8;-2.6;0.0;36.8
27.01.2024 11:00;57.0;2.6;0.4;4.4;-1.5;0.0;326.9
27.01.2024 12:00;59.4;1.5;0.6;2.2;-0.1;0.0;438.8
27.01.2024 13:00;60.8;2.0;0.5;3.0;0.7;0.0;466.3
27.01.2024 14:00;68.6;1.2;0.2;1.6;1.6;0.0;439.5
27.01.2024 15:00;72.8;1.0;0.2;1.3;2.4;0.0;357.3
27.01.2024 16:00;68.5;3.3;2.8;4.1;1.5;0.0;227.5
27.01.2024 17:00;74.6;1.0;1.7;1.1;0.6;0.0;68.1
27.01.2024 18:00;70.1;2.5;1.1;2.5;-1.8;0.0;0.6
27.01.2024 19:00;72.3;0.9;0.5;1.0;-2.4;0.0;-1.3
27.01.2024 20:00;72.5;0.9;0.8;1.0;-2.6;0.0;-1.2
27.01.2024 21:00;73.5;0.6;0.4;0.6;-2.9;0.0;-0.8
27.01.2024 22:00;73.4;0.9;0.3;0.9;-2.9;0.0;-1.2
27.01.2024 23:00;73.7;1.2;0.2;1.4;-2.9;0.0;-0.9
28.01.2024 00:00;75.2;0.7;0.3;0.8;-2.5;0.0;-0.9
28.01.2024 01:00;75.4;0.4;0.2;0.4;-2.5;0.0;-1.1
28.01.2024 02:00;75.7;0.4;0.2;0.5;-2.4;0.0;-1.0
28.01.2024 03:00;75.8;0.5;0.3;0.6;-2.2;0.0;-0.9
28.01.2024 04:00;73.8;1.5;0.3;1.8;-2.1;0.0;-0.3
28.01.2024 05:00;75.0;0.8;0.2;0.8;-1.2;0.0;-0.3
28.01.2024 06:00;73.2;1.1;0.3;1.2;-1.3;0.0;-0.9
28.01.2024 07:00;75.7;0.3;0.2;0.4;-0.9;0.0;-1.0
28.01.2024 08:00;75.4;0.5;1.2;0.5;-1.1;0.0;0.2
28.01.2024 09:00;74.2;2.1;3.4;2.5;-0.5;0.0;17.9
28.01.2024 10:00;71.3;4.0;2.8;5.4;-0.6;0.0;40.4
28.01.2024 11:00;72.9;2.3;2.3;3.1;2.2;0.0;329.6
28.01.2024 12:00;70.2;2.5;1.5;3.7;4.2;0.0;438.9
28.01.2024 13:00;71.8;3.2;0.9;4.6;6.2;0.0;466.3
28.01.2024 14:00;75.8;1.2;1.1;1.6;7.1;0.0;437.1
28.01.2024 15:00;79.8;0.9;1.6;1.0;7.5;0.0;350.0
28.01.2024 16:00;81.7;0.9;1.1;1.0;5.9;0.0;226.4
28.01.2024 17:00;82.9;1.3;2.3;1.4;4.4;0.0;69.9
28.01.2024 18:00;84.2;1.3;2.1;1.4;3.0;0.0;0.4
28.01.2024 19:00;84.1;1.0;0.8;1.0;2.1;0.0;-1.5
28.01.2024 20:00;84.4;1.4;0.5;1.5;2.0;0.0;-1.4
28.01.2024 21:00;84.4;1.4;0.5;1.6;1.6;0.0;-1.2
28.01.2024 22:00;85.2;1.0;0.3;1.0;1.8;0.0;-1.4
28.01.2024 23:00;84.4;1.0;0.1;1.1;1.4;0.0;-1.3
29.01.2024 00:00;84.2;0.5;0.1;0.5;1.5;0.0;-1.3
29.01.2024 01:00;83.8;0.4;0.2;0.5;1.5;0.0;-1.3
29.01.2024 02:00;84.7;0.2;0.1;0.3;1.8;0.0;-1.1
29.01.2024 03:00;83.6;0.5;0.1;0.5;1.7;0.0;-1.2
29.01.2024 04:00;84.0;0.6;0.1;0.6;1.9;0.0;-1.1
29.01.2024 05:00;84.4;0.5;0.2;0.6;2.3;0.0;-1.6
29.01.2024 06:00;82.7;0.4;0.2;0.4;1.5;0.0;-1.3
29.01.2024 07:00;83.0;0.3;0.3;0.3;1.9;0.0;-1.3
29.01.2024 08:00;81.9;0.7;1.5;0.8;1.7;0.0;0.5
29.01.2024 09:00;81.3;1.9;3.8;2.0;2.1;0.0;19.3
29.01.2024 10:00;79.9;1.9;1.5;2.2;3.1;0.0;44.0
29.01.2024 11:00;78.2;1.9;0.9;2.4;5.3;0.0;343.5
29.01.2024 12:00;76.2;3.3;0.9;4.3;7.9;0.0;442.8
29.01.2024 13:00;77.5;2.0;0.8;2.6;9.4;0.0;474.9
29.01.2024 14:00;77.5;3.0;3.3;3.6;9.9;0.0;377.1
29.01.2024 15:00;76.6;3.4;4.5;4.1;9.4;0.0;285.8
29.01.2024 16:00;79.7;0.9;1.7;1.0;8.6;0.0;204.5
29.01.2024 17:00;78.3;2.9;3.5;3.1;7.3;0.0;70.4
29.01.2024 18:00;79.6;1.0;1.4;1.0;5.4;0.0;2.0
